风力-1,2.0,2023-03-30 11:31:47
风速-1,3.0,2023-03-30 11:31:47
风力-1,3.0,2023-03-30 11:26:47
风速-1,3.7,2023-03-30 11:26:47
风力-1,0.0,2023-03-30 11:21:47
风速-1,0.0,2023-03-30 11:21:47
风力-1,2.0,2023-03-30 11:16:47
风速-1,1.8,2023-03-30 11:16:47
风力-1,2.0,2023-03-30 11:11:47
风速-1,1.6,2023-03-30 11:11:47
风力-1,1.0,2023-03-30 11:06:47
风速-1,1.2,2023-03-30 11:06:47
风力-1,1.0,2023-03-30 11:01:47
风速-1,1.4,2023-03-30 11:01:47
风力-1,1.0,2023-03-30 10:56:47
风速-1,1.3,2023-03-30 10:56:47
风力-1,1.0,2023-03-30 10:51:47
风速-1,1.3,2023-03-30 10:51:47
风力-1,2.0,2023-03-30 10:46:47
风速-1,2.4,2023-03-30 10:46:47
风力-1,2.0,2023-03-30 10:41:47
风速-1,1.9,2023-03-30 10:41:47
风力-1,2.0,2023-03-30 10:36:47
风速-1,2.5,2023-03-30 10:36:47
风力-1,1.0,2023-03-30 10:31:47
风速-1,0.4,2023-03-30 10:31:47
风力-1,1.0,2023-03-30 10:26:47
风速-1,1.1,2023-03-30 10:26:47
风力-1,2.0,2023-03-30 10:21:47
风速-1,1.8,2023-03-30 10:21:47
风力-1,1.0,2023-03-30 10:16:47
风速-1,0.6,2023-03-30 10:16:47
风力-1,1.0,2023-03-30 10:11:47
风速-1,0.5,2023-03-30 10:11:47
风力-1,2.0,2023-03-30 10:06:47
风速-1,1.9,2023-03-30 10:06:47
风力-1,1.0,2023-03-30 10:01:47
风速-1,1.0,2023-03-30 10:01:47
风力-1,0.0,2023-03-30 09:56:47
风速-1,0.2,2023-03-30 09:56:47
风力-1,1.0,2023-03-30 09:51:47
风速-1,0.5,2023-03-30 09:51:47
风力-1,1.0,2023-03-30 09:46:47
风速-1,1.5,2023-03-30 09:46:47
风力-1,1.0,2023-03-30 09:41:47
风速-1,1.4,2023-03-30 09:41:47
风力-1,1.0,2023-03-30 09:36:47
风速-1,1.4,2023-03-30 09:36:47
风力-1,2.0,2023-03-30 09:31:47
风速-1,2.0,2023-03-30 09:31:47
风力-1,2.0,2023-03-30 09:26:47
风速-1,1.8,2023-03-30 09:26:47
风力-1,1.0,2023-03-30 09:21:47
风速-1,0.4,2023-03-30 09:21:47
风力-1,1.0,2023-03-30 09:16:47
风速-1,0.8,2023-03-30 09:16:47
风力-1,1.0,2023-03-30 09:11:47
风速-1,0.9,2023-03-30 09:11:47
风力-1,1.0,2023-03-30 09:06:47
风速-1,0.6,2023-03-30 09:06:47
风力-1,1.0,2023-03-30 09:01:47
风速-1,0.7,2023-03-30 09:01:47
风力-1,1.0,2023-03-30 08:56:47
风速-1,0.6,2023-03-30 08:56:47
风力-1,0.0,2023-03-30 08:51:47
风速-1,0.0,2023-03-30 08:51:47
风力-1,0.0,2023-03-30 08:46:47
风速-1,0.2,2023-03-30 08:46:47
风力-1,0.0,2023-03-30 08:41:47
风速-1,0.2,2023-03-30 08:41:47
风力-1,0.0,2023-03-30 08:36:47
风速-1,0.1,2023-03-30 08:36:47
风力-1,1.0,2023-03-30 08:31:47
风速-1,0.5,2023-03-30 08:31:47
风力-1,1.0,2023-03-30 08:26:47
风速-1,0.5,2023-03-30 08:26:47
风力-1,1.0,2023-03-30 08:21:47
风速-1,0.6,2023-03-30 08:21:47
风力-1,0.0,2023-03-30 08:16:47
风速-1,0.2,2023-03-30 08:16:47
风力-1,0.0,2023-03-30 08:11:47
风速-1,0.0,2023-03-30 08:11:47
风力-1,1.0,2023-03-30 08:06:47
风速-1,0.9,2023-03-30 08:06:47
风力-1,0.0,2023-03-30 08:01:47
风速-1,0.0,2023-03-30 08:01:47
风力-1,0.0,2023-03-30 07:56:47
风速-1,0.0,2023-03-30 07:56:47
风力-1,1.0,2023-03-30 07:51:47
风速-1,1.0,2023-03-30 07:51:47
风力-1,1.0,2023-03-30 07:46:47
风速-1,0.3,2023-03-30 07:46:47
风力-1,0.0,2023-03-30 07:41:47
风速-1,0.0,2023-03-30 07:41:47
风力-1,1.0,2023-03-30 07:36:47
风速-1,1.2,2023-03-30 07:36:47
风力-1,1.0,2023-03-30 07:31:47
风速-1,0.9,2023-03-30 07:31:47
风力-1,0.0,2023-03-30 07:26:47
风速-1,0.0,2023-03-30 07:26:47
风力-1,0.0,2023-03-30 07:21:47
风速-1,0.0,2023-03-30 07:21:47
风力-1,0.0,2023-03-30 07:16:47
风速-1,0.0,2023-03-30 07:16:47
风力-1,0.0,2023-03-30 07:11:47
风速-1,0.0,2023-03-30 07:11:47
风力-1,0.0,2023-03-30 07:06:47
风速-1,0.0,2023-03-30 07:06:47
风力-1,0.0,2023-03-30 07:01:47
风速-1,0.0,2023-03-30 07:01:47
风力-1,0.0,2023-03-30 06:56:47
风速-1,0.0,2023-03-30 06:56:47
风力-1,1.0,2023-03-30 06:51:47
风速-1,0.3,2023-03-30 06:51:47
风力-1,1.0,2023-03-30 06:46:47
风速-1,0.4,2023-03-30 06:46:47
风力-1,0.0,2023-03-30 06:41:47
风速-1,0.0,2023-03-30 06:41:47
风力-1,0.0,2023-03-30 06:36:47
风速-1,0.0,2023-03-30 06:36:47
风力-1,0.0,2023-03-30 06:31:47
风速-1,0.0,2023-03-30 06:31:47
风力-1,1.0,2023-03-30 06:26:47
风速-1,0.5,2023-03-30 06:26:47
风力-1,0.0,2023-03-30 06:21:47
风速-1,0.0,2023-03-30 06:21:47
风力-1,0.0,2023-03-30 06:16:47
风速-1,0.0,2023-03-30 06:16:47
风力-1,0.0,2023-03-30 06:11:47
风速-1,0.0,2023-03-30 06:11:47
风力-1,0.0,2023-03-30 06:06:47
风速-1,0.0,2023-03-30 06:06:47
风力-1,0.0,2023-03-30 06:01:47
风速-1,0.0,2023-03-30 06:01:47
风力-1,0.0,2023-03-30 05:56:47
风速-1,0.0,2023-03-30 05:56:47
风力-1,0.0,2023-03-30 05:51:47
风速-1,0.0,2023-03-30 05:51:47
风力-1,0.0,2023-03-30 05:46:47
风速-1,0.0,2023-03-30 05:46:47
风力-1,0.0,2023-03-30 05:41:47
风速-1,0.0,2023-03-30 05:41:47
风力-1,0.0,2023-03-30 05:36:47
风速-1,0.0,2023-03-30 05:36:47
风力-1,0.0,2023-03-30 05:31:47
风速-1,0.0,2023-03-30 05:31:47
风力-1,0.0,2023-03-30 05:26:47
风速-1,0.0,2023-03-30 05:26:47
风力-1,0.0,2023-03-30 05:21:47
风速-1,0.2,2023-03-30 05:21:47
风力-1,1.0,2023-03-30 05:16:47
风速-1,0.5,2023-03-30 05:16:47
风力-1,0.0,2023-03-30 05:11:47
风速-1,0.0,2023-03-30 05:11:47
风力-1,0.0,2023-03-30 05:06:47
风速-1,0.0,2023-03-30 05:06:47
风力-1,1.0,2023-03-30 05:01:47
风速-1,0.3,2023-03-30 05:01:47
风力-1,0.0,2023-03-30 04:56:47
风速-1,0.0,2023-03-30 04:56:47
风力-1,1.0,2023-03-30 04:51:47
风速-1,0.6,2023-03-30 04:51:47
风力-1,0.0,2023-03-30 04:46:47
风速-1,0.0,2023-03-30 04:46:47
风力-1,1.0,2023-03-30 04:41:47
风速-1,0.3,2023-03-30 04:41:47
风力-1,0.0,2023-03-30 04:36:47
风速-1,0.0,2023-03-30 04:36:47
风力-1,0.0,2023-03-30 04:31:47
风速-1,0.0,2023-03-30 04:31:47
风力-1,1.0,2023-03-30 04:26:47
风速-1,0.4,2023-03-30 04:26:47
风力-1,0.0,2023-03-30 04:21:47
风速-1,0.0,2023-03-30 04:21:47
风力-1,0.0,2023-03-30 04:16:47
风速-1,0.0,2023-03-30 04:16:47
风力-1,0.0,2023-03-30 04:11:47
风速-1,0.0,2023-03-30 04:11:47
风力-1,0.0,2023-03-30 04:06:47
风速-1,0.0,2023-03-30 04:06:47
风力-1,0.0,2023-03-30 04:01:47
风速-1,0.0,2023-03-30 04:01:47
风力-1,0.0,2023-03-30 03:56:47
风速-1,0.0,2023-03-30 03:56:47
风力-1,1.0,2023-03-30 03:51:47
风速-1,0.5,2023-03-30 03:51:47
风力-1,1.0,2023-03-30 03:46:47
风速-1,0.7,2023-03-30 03:46:47
风力-1,0.0,2023-03-30 03:41:47
风速-1,0.0,2023-03-30 03:41:47
风力-1,0.0,2023-03-30 03:36:47
风速-1,0.0,2023-03-30 03:36:47
风力-1,0.0,2023-03-30 03:31:47
风速-1,0.0,2023-03-30 03:31:47
风力-1,0.0,2023-03-30 03:26:47
风速-1,0.0,2023-03-30 03:26:47
风力-1,0.0,2023-03-30 03:21:47
风速-1,0.1,2023-03-30 03:21:47
风力-1,0.0,2023-03-30 03:16:47
风速-1,0.0,2023-03-30 03:16:47
风力-1,0.0,2023-03-30 03:11:47
风速-1,0.0,2023-03-30 03:11:47
风力-1,0.0,2023-03-30 03:06:47
风速-1,0.2,2023-03-30 03:06:47
风力-1,0.0,2023-03-30 03:01:47
风速-1,0.0,2023-03-30 03:01:47
风力-1,0.0,2023-03-30 02:56:47
风速-1,0.0,2023-03-30 02:56:47
风力-1,0.0,2023-03-30 02:51:47
风速-1,0.0,2023-03-30 02:51:47
风力-1,0.0,2023-03-30 02:46:47
风速-1,0.0,2023-03-30 02:46:47
风力-1,0.0,2023-03-30 02:41:47
风速-1,0.0,2023-03-30 02:41:47
风力-1,0.0,2023-03-30 02:36:47
风速-1,0.0,2023-03-30 02:36:47
风力-1,1.0,2023-03-30 02:31:47
风速-1,0.4,2023-03-30 02:31:47
风力-1,0.0,2023-03-30 02:26:47
风速-1,0.0,2023-03-30 02:26:47
风力-1,1.0,2023-03-30 02:21:47
风速-1,0.6,2023-03-30 02:21:47
风力-1,0.0,2023-03-30 02:16:47
风速-1,0.0,2023-03-30 02:16:47
风力-1,0.0,2023-03-30 02:11:47
风速-1,0.2,2023-03-30 02:11:47
风力-1,1.0,2023-03-30 02:06:47
风速-1,0.3,2023-03-30 02:06:47
风力-1,0.0,2023-03-30 02:01:47
风速-1,0.0,2023-03-30 02:01:47
风力-1,0.0,2023-03-30 01:56:47
风速-1,0.0,2023-03-30 01:56:47
风力-1,0.0,2023-03-30 01:51:47
风速-1,0.0,2023-03-30 01:51:47
风力-1,0.0,2023-03-30 01:46:47
风速-1,0.2,2023-03-30 01:46:47
风力-1,0.0,2023-03-30 01:41:47
风速-1,0.0,2023-03-30 01:41:47
风力-1,0.0,2023-03-30 01:36:47
风速-1,0.2,2023-03-30 01:36:47
风力-1,0.0,2023-03-30 01:31:47
风速-1,0.1,2023-03-30 01:31:47
风力-1,0.0,2023-03-30 01:26:47
风速-1,0.2,2023-03-30 01:26:47
风力-1,0.0,2023-03-30 01:21:47
风速-1,0.2,2023-03-30 01:21:47
风力-1,0.0,2023-03-30 01:16:47
风速-1,0.0,2023-03-30 01:16:47
风力-1,1.0,2023-03-30 01:11:47
风速-1,0.3,2023-03-30 01:11:47
风力-1,0.0,2023-03-30 01:06:47
风速-1,0.2,2023-03-30 01:06:47
风力-1,0.0,2023-03-30 01:01:47
风速-1,0.0,2023-03-30 01:01:47
风力-1,0.0,2023-03-30 00:56:47
风速-1,0.0,2023-03-30 00:56:47
风力-1,0.0,2023-03-30 00:51:47
风速-1,0.0,2023-03-30 00:51:47
风力-1,0.0,2023-03-30 00:46:47
风速-1,0.0,2023-03-30 00:46:47
风力-1,0.0,2023-03-30 00:41:47
风速-1,0.0,2023-03-30 00:41:47
风力-1,0.0,2023-03-30 00:36:47
风速-1,0.0,2023-03-30 00:36:47
风力-1,0.0,2023-03-30 00:31:47
风速-1,0.0,2023-03-30 00:31:47
风力-1,0.0,2023-03-30 00:26:47
风速-1,0.0,2023-03-30 00:26:47
风力-1,0.0,2023-03-30 00:21:47
风速-1,0.0,2023-03-30 00:21:47
风力-1,0.0,2023-03-30 00:16:47
风速-1,0.0,2023-03-30 00:16:47
风力-1,1.0,2023-03-30 00:11:47
风速-1,0.6,2023-03-30 00:11:47
风力-1,1.0,2023-03-30 00:06:47
风速-1,0.6,2023-03-30 00:06:47
风力-1,0.0,2023-03-30 00:01:47
风速-1,0.0,2023-03-30 00:01:47
风力-1,0.0,2023-03-29 23:56:47
风速-1,0.2,2023-03-29 23:56:47
风力-1,1.0,2023-03-29 23:51:47
风速-1,0.7,2023-03-29 23:51:47
风力-1,0.0,2023-03-29 23:46:47
风速-1,0.0,2023-03-29 23:46:47
风力-1,1.0,2023-03-29 23:41:47
风速-1,0.3,2023-03-29 23:41:47
风力-1,0.0,2023-03-29 23:36:47
风速-1,0.0,2023-03-29 23:36:47
风力-1,0.0,2023-03-29 23:31:47
风速-1,0.0,2023-03-29 23:31:47
风力-1,0.0,2023-03-29 23:26:47
风速-1,0.2,2023-03-29 23:26:47
风力-1,0.0,2023-03-29 23:21:47
风速-1,0.0,2023-03-29 23:21:47
风力-1,0.0,2023-03-29 23:16:47
风速-1,0.1,2023-03-29 23:16:47
风力-1,0.0,2023-03-29 23:11:47
风速-1,0.1,2023-03-29 23:11:47
